,water,uv,area,fertilizer_usage,yield,pesticides,pa,pb,pc,pd,r0,r1,r2,r3,r4,r5,r6,water2,uv2,pesticides2,water3,uv3,pesticides3
10,4.2589999999999995,75.69782761912256,4.088,4.0,35.516,0.7390000000000001,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.139080999999994,5730.161106254394,0.5461210000000002,77.25434597899996,433760.74765104585,0.40358341900000017
11,7.097,70.294,4.209,3.0,36.232,1.771,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.36740900000001,4941.246435999999,3.1364409999999996,357.4575016730001,347339.97697218397,5.554637010999999
12,8.113,85.449,4.0569999999999995,3.0,36.945,1.679,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65.820769,7301.531601,2.8190410000000004,534.0038988969999,623908.5737738489,4.733169839
13,6.11,89.28,7.367000000000001,1.0,37.244,0.321,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.332100000000004,7970.9184000000005,0.10304100000000001,228.09913100000003,711643.5947520001,0.033076161
14,6.609,106.31,7.917999999999999,0.0,37.575,1.805,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.678881,11301.8161,3.258025,288.673724529,1201496.069591,5.880735124999999
15,4.800170620219492,77.431,6.779,0.0,38.773,4.901,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.041637983218386,5995.5597609999995,24.019800999999998,110.60379368877841,464242.18785399094,117.72104470099998
16,7.266561036656219,70.48100000000001,6.898,0.0,39.184,5.035,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.8029092994503,4967.571361000001,25.351225000000003,383.6955633374779,350119.3970946411,127.64341787500001
17,8.132,90.75200000000001,6.9910000000000005,0.0,39.963,5.792999999999999,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.129424,8235.925504000003,33.55884899999999,537.7644759679999,747426.7113390082,194.40641225699991
18,4.381,68.23100000000001,6.343999999999999,0.0,40.603,5.276,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.193161000000003,4655.469361000001,27.836176,84.08523834100001,317647.3299703911,146.863664576
19,4.217,64.047,6.504,1.0,41.138999999999996,0.9129999999999999,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.783088999999997,4102.018209,0.8335689999999999,74.99128631299997,262721.960231823,0.7610484969999998
20,3.472,70.20415379203652,5.474,1.0,43.148999999999994,4.316,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.054784,4928.623209655916,18.627855999999998,41.854210048,346009.82179368456,80.397826496
21,6.627999999999999,75.638,9.898,0.0,43.647,5.098,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.93038399999999,5721.107044000001,25.989604,291.1705851519999,432733.0945940721,132.495001192
22,3.912,83.25,6.006,3.0,44.038000000000004,1.22,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.303744,6930.5625,1.4884,59.86824652799999,576969.328125,1.815848
23,8.941,65.217,3.326,3.0,44.236999999999995,4.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.94148100000001,4253.257089,22.5625,714.7567816210002,277384.667573313,107.171875
24,7.455,85.167,5.555,3.0,46.623999999999995,2.55,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.577025,7253.417889,6.5024999999999995,414.32672137500003,617751.841352463,16.581374999999998
25,8.189,88.427,9.366,1.0,49.111000000000004,1.052,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.059721,7819.334329000001,1.1067040000000001,549.152055269,691440.2767104831,1.1642526080000002
26,5.141,75.315,5.832999999999999,1.0,50.17,2.458,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.429881,5672.349225,6.041764000000001,135.876018221,427212.98188087496,14.850655912000004
27,4.805,59.935,7.3870000000000005,1.0,51.395,5.023,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.088025,3592.2042250000004,25.230528999999997,110.93796012499998,215298.76022537504,126.73294716699998
28,4.01,68.32600000000001,8.38,3.0,52.876000000000005,0.336,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.080099999999998,4668.442276000001,0.11289600000000001,64.48120099999998,318975.9869499761,0.03793305600000001
29,8.711,51.016000000000005,6.064,3.0,53.135,0.38299999999999995,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.881521,2602.6322560000003,0.14668899999999996,661.0039294310001,132775.88717209603,0.05618188699999998
30,2.082,74.33123161610138,6.546,3.0,57.876999999999995,3.302,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.334724,5525.131993566509,10.903204,9.024895367999997,410689.86592332413,36.002379608
31,0.10400000000000001,80.462,7.528,1.0,60.104,4.053999999999999,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010816000000000003,6474.133444000001,16.434915999999994,0.0011248640000000004,520921.72517112806,66.62714946399997
32,5.359,71.02,7.162000000000001,2.0,60.974,3.0210000000000004,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.718881,5043.840399999999,9.126441000000002,153.904483279,358213.54520799994,27.57097826100001
33,10.274000000000001,64.257,5.407,2.0,61.041000000000004,1.817,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,105.55507600000001,4128.962049000001,3.3014889999999997,1084.4728508240003,265314.71438259305,5.998805513
34,5.646,77.57300000000001,7.867000000000001,2.0,61.103,2.247,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31.877316,6017.570329000001,5.049009,179.979326136,466800.98313151713,11.345123222999998
35,5.444,86.76799999999999,10.805,2.0,61.33,7.006,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.637135999999998,7528.685823999997,49.084036000000005,161.34456838399998,653249.0115768317,343.882756216
36,2.943,72.097,9.674,2.0,68.13600000000001,2.1390000000000002,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.661249,5197.977408999999,4.575321000000001,25.490055807,374758.5772566729,9.786611619000004
37,4.968,68.92699999999999,9.665,2.0,68.25399999999999,2.305,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.681024,4750.931328999999,5.3130250000000006,122.615327232,327467.4437139829,12.246522625000003
38,6.120542725721563,82.678,9.107000000000001,2.0,68.502,0.239,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.461043257383146,6835.6516839999995,0.057121,229.2819158069172,565158.009929752,0.013651918999999998
39,7.042999999999999,73.78,8.059,2.0,68.626,3.6060000000000003,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.60384899999999,5443.4884,13.003236000000003,349.3599085069999,401620.574152,46.88966901600001
40,6.434,66.95610358083267,7.105,3.0,69.169,3.7560000000000002,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,41.396356000000004,4483.119806727194,14.107536000000001,266.344154504,300172.23414450855,52.98790521600001
41,11.243,72.49,6.011,4.0,69.878,2.5780000000000003,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,126.405049,5254.8000999999995,6.646084000000002,1421.1719659070002,380920.4592489999,17.133604552000005
42,8.899,83.001,10.3,2.0,71.446,6.443,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.19220099999998,6889.1660010000005,41.512249,704.7313966989998,571807.6672490011,267.463420307
43,9.827,63.155,6.066,1.0,71.577,5.25,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.569929,3988.5540250000004,27.5625,948.992692283,251897.129448875,144.703125
44,6.602,56.941,9.59,2.0,71.71600000000001,2.233,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.586404,3242.277481,4.986289,287.75743920800005,184618.52204562104,11.134383337000001
45,4.17,81.742,9.809,1.0,74.992,3.655,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3889,6681.754564000001,13.359024999999999,72.511713,546179.9815704881,48.82723637499999
46,4.49,68.274,9.971,1.0,78.11399999999999,3.975,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.160100000000003,4661.339076,15.800625,90.51884900000002,318248.264074824,62.807484375
47,8.482000000000001,54.953,7.693,4.0,78.854,1.379,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,71.94432400000002,3019.832209,1.901641,610.2317561680003,165948.83938117704,2.622362939
48,6.105,64.557,7.0520000000000005,3.0,80.942,4.843999999999999,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.27102500000001,4167.606249,23.464335999999996,227.53960762500006,269048.156616693,113.66124358399996
49,5.35,88.698,10.869000000000002,1.0,81.477,3.718,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.622499999999995,7867.335203999999,13.823523999999999,153.13037499999996,697816.8979243918,51.395862232
50,9.434,52.133,9.54,1.0,84.861,3.975,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,89.00035599999998,2717.849689,15.800625,839.6293585039998,141689.65783663702,62.807484375
51,5.8839999999999995,85.235,8.62,3.0,85.421,3.557,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.621455999999995,7265.005225,12.652249,203.71264710399996,619232.720352875,45.004049693
52,9.29,73.866,7.882000000000001,4.0,96.316,3.085,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,86.30409999999999,5456.185956,9.517225,801.7650889999998,403026.631825896,29.360639125
53,6.077999999999999,79.158,7.627999999999999,4.0,96.624,4.41,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.942083999999994,6265.988964,19.4481,224.53398655199993,496003.154412312,85.76612100000001
54,7.060157091774258,73.67,9.927999999999999,4.0,100.215,6.922999999999999,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.84581816053034,5427.2689,47.92792899999999,351.9193065813584,399826.899863,331.8050524669999
55,3.677,78.561,11.493,3.0,109.148,4.98,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.520329,6171.830721000001,24.800400000000003,49.714249733,484865.19327248115,123.50599200000003
56,9.857000000000001,64.774,7.718,4.0,109.848,3.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,97.16044900000003,4195.6710760000005,12.96,957.7105457930003,271770.39827682404,46.656000000000006
57,8.203,72.973,8.351,5.0,111.40100000000001,4.478,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.28920899999999,5325.058728999999,20.052483999999996,551.9733814269999,388585.510631317,89.79502335199999
58,6.5760000000000005,75.192,4.354,0.0,15.557,1.5330000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.243776000000004,5653.836863999999,2.3500890000000005,284.37107097600006,425123.3014778879,3.602686437000001
59,5.4910000000000005,92.006,3.878,0.0,17.272000000000002,0.767,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,30.151081000000005,8465.104036,0.5882890000000001,165.55958577100006,778840.361936216,0.45121766300000005
60,7.277,94.914,4.7589999999999995,0.0,24.625,2.983,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.954729,9008.667396,8.898289,385.351562933,855048.6572239441,26.543596087
61,2.289,77.891,9.704,0.0,26.224,0.034,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.239521000000001,6067.007881,0.0011560000000000001,11.993263569000002,472565.3108589711,3.930400000000001e-05
62,1.881,72.27611743827717,7.268,0.0,27.604,6.627999999999999,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.538161,5223.837151951633,43.93038399999999,6.655280841,377558.66747289157,291.1705851519999
63,2.6919999999999997,69.42399999999999,4.042,3.0,27.839000000000002,7.256,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.246863999999999,4819.691775999999,52.649536000000005,19.508557887999995,334602.2818570239,382.02503321600005
64,5.928,78.282,4.071000000000001,0.0,27.857,3.978,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.141184,6128.071523999999,15.824484000000002,208.316938752,479717.69504176796,62.94979735200001
65,2.005,76.857,5.211,2.0,30.041,7.108,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0200249999999995,5906.998449,50.523664,8.060150124999998,453994.17979479296,359.12220371199993
66,2.0140000000000002,75.628,4.474,0.0,30.805,5.9479999999999995,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.056196000000001,5719.594384,35.37870399999999,8.169178744000003,432561.484073152,210.43253139199996
67,4.532,73.021,8.283,1.0,30.988000000000003,0.7390000000000001,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.539024,5332.066441,0.5461210000000002,93.082856768,389352.82358826103,0.40358341900000017
68,5.59,73.905,6.452999999999999,1.0,32.573,0.986,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.248099999999997,5461.949025,0.972196,174.67687899999999,403665.342692625,0.958585256
69,7.235,84.569,6.325,3.0,32.748000000000005,8.992,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.345225000000006,7151.915761,80.85606400000002,378.71770287500004,604830.3639920091,727.0577274880002
70,3.284,94.273,8.42,1.0,33.205999999999996,0.9009999999999999,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.784655999999998,8887.398529,0.8118009999999999,35.416810303999995,837841.7215244169,0.7314327009999998
71,10.647,74.20100000000001,4.1160000000000005,3.0,34.399,0.249,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,113.358609,5505.788401000001,0.062001,1206.929110023,408535.00514260115,0.015438249
72,7.379,72.252,6.787999999999999,2.0,35.202,0.627,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,54.44964099999999,5220.351503999999,0.393129,401.7839009389999,377180.83686700795,0.246491883
73,8.339,91.04,6.047000000000001,2.0,35.957,0.951,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,69.538921,8288.2816,0.9044009999999999,579.8850622190001,754565.1568640001,0.8600853509999998
74,3.634,66.373,9.477,0.0,37.128,6.337999999999999,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.205955999999999,4405.375129000001,40.17024399999999,47.990444104,292397.96343711705,254.5990064719999
75,7.455458569868354,64.624,3.077,3.0,38.078,2.273,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.58386248702349,4176.2613759999995,5.166529000000001,414.4031839252634,269886.71516262396,11.743520417000003
76,4.328,82.994,8.301,1.0,38.58,1.659,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,18.731584,6888.004036,2.752281,81.07029555200002,571663.006963784,4.566034179
77,2.8089999999999997,70.072,7.388,1.0,38.599000000000004,1.194,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.8904809999999985,4910.0851840000005,1.425636,22.164361128999992,344059.48901324807,1.7022093839999999
78,7.031000000000001,68.48100000000001,6.07,2.0,38.915,1.1909999999999998,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.43496100000001,4689.647361000001,1.4184809999999997,347.5772107910001,321151.7409286411,1.6894108709999993
79,4.67,65.325,6.819,0.0,39.211999999999996,6.593,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21.808899999999998,4267.355625,43.467649,101.847563,278765.00620312506,286.582209857
80,8.758,71.92060620544527,3.5860000000000003,3.0,39.678000000000004,0.8420000000000001,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.70256399999998,5172.573596958732,0.7089640000000001,671.7610555119998,372014.62873555254,0.5969476880000002
81,8.154,86.381,7.763999999999999,0.0,40.454,4.88,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.48771599999999,7461.677161,23.8144,542.140836264,644547.134844341,116.214272
82,2.009,66.53699999999999,8.101,0.0,40.465,3.71,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.036080999999999,4427.172368999999,13.7641,8.108486729,294570.7679161529,51.064811
83,3.303,66.695,8.029,0.0,41.437,6.327999999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.909809,4448.223024999999,40.043583999999996,36.035099126999995,296674.23465237493,253.39579955199991
84,8.97,60.699,4.736000000000001,1.0,41.57,0.593,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,80.46090000000001,3684.3686009999997,0.351649,721.7342730000001,223637.489712099,0.20852785699999998
85,3.9939999999999998,69.15100000000001,5.931,1.0,41.946000000000005,3.764,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.952035999999998,4781.860801000002,14.167695999999998,63.71243178399999,330670.45624995115,53.32720774399999
86,7.718999999999999,73.422,7.2010000000000005,0.0,42.193000000000005,3.446,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.58296099999999,5390.790083999999,11.874916,459.9208759589999,395802.589547448,40.92096053600001
87,7.79,68.066,9.254,1.0,42.931999999999995,7.353,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.6841,4632.980356,54.066609,472.72913900000003,315348.44091149606,397.551775977
88,3.9010000000000002,75.747,5.6,1.0,43.3,3.969,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.217801000000001,5737.608009,15.752960999999999,59.36464170100001,434606.593857723,62.52350220899999
89,7.461,93.398,4.676,3.0,43.32,3.18,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,55.666521,8723.186404,10.112400000000001,415.32791318100004,814728.1637607919,32.15743200000001
90,8.277999999999999,79.21,8.254,2.0,43.321999999999996,8.002,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,68.52528399999998,6274.224099999999,64.03200400000001,567.2523009519997,496981.2909609999,512.3840960080001
91,7.14,79.60300000000001,8.027999999999999,0.0,44.138000000000005,2.56,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.9796,6336.637609000001,6.5536,363.99434399999996,504415.36358922714,16.777216000000003
92,5.331,66.502,5.859,2.0,44.992,4.744,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.419561000000005,4422.516003999999,22.505536,151.50467969100004,294106.15929800796,106.76626278399999
93,5.4639999999999995,85.867,5.479,2.0,45.01,3.641,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.855295999999996,7373.141689000001,13.256881,163.12933734399996,633109.5574093631,48.268303721
94,4.534,76.14,8.055,1.0,45.025,6.718,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.557156,5797.2996,45.131524,93.20614530399999,441406.391544,303.193578232
95,3.575,60.38399999999999,8.735,1.0,45.403,1.1420000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.780625,3646.227455999999,1.3041640000000003,45.690734375000005,220173.79870310394,1.4893552880000005
96,2.803,80.21,4.9830000000000005,4.0,46.165,1.2409999999999999,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.856808999999999,6433.644099999999,1.5400809999999998,22.022635627,516042.5932609999,1.9112405209999994
97,2.447,74.68322608814906,8.039,0.0,46.293,1.964,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.987809,5577.584258933588,3.857296,14.652168623000001,416551.98623563844,7.575729344
98,7.287000000000001,65.089,7.747999999999999,0.0,47.07899999999999,1.949,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,53.100369000000015,4236.577921,3.798601,386.9423889030001,275754.620299969,7.403473349
99,5.82313588833549,66.94,10.017999999999999,2.0,47.698,8.269,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.908911574020756,4480.9636,68.376361,197.45619992107495,299955.703384,565.404129109
100,4.488,83.678,8.211,1.0,47.713,2.302,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.142144000000005,7002.007683999999,5.2992040000000005,90.39794227200002,585913.998981752,12.198767608
101,8.568999999999999,75.087,3.8689999999999998,5.0,47.961999999999996,5.678,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,73.42776099999999,5638.0575690000005,32.239684,629.2024840089998,423344.82868350303,183.05692575199998
102,1.474,54.196000000000005,5.473,3.0,48.216,2.722,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.172676,2937.2064160000004,7.4092839999999995,3.202524424,159184.83892153605,20.168071047999998
103,0.537,72.863,10.349,1.0,48.787,0.8240000000000001,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.28836900000000004,5309.016769,0.6789760000000001,0.15485415300000002,386830.888839647,0.5594762240000002
104,5.277,76.3350592554948,5.617999999999999,3.0,49.582,2.761,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.846729,5827.041271539902,7.623121,146.947188933,444807.5407472122,21.047437081
105,5.747999999999999,77.293,7.9079999999999995,0.0,49.857,3.208,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.039503999999994,5974.207849000001,10.291264000000002,189.91106899199994,461764.4472727571,33.01437491200001
106,12.365,86.836,8.337,2.0,50.201,8.538,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,152.893225,7540.490895999999,72.89744400000001,1890.524727125,654786.0674450559,622.3983768720001
107,7.696000000000001,90.70299999999999,8.902999999999999,1.0,50.247,1.9409999999999998,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.22841600000001,8227.034208999998,3.767480999999999,455.8218895360001,746216.6838589268,7.312680620999998
108,9.013,59.391000000000005,3.804,4.0,50.729,2.373,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,81.234169,3527.290881000001,5.631129000000001,732.163565197,209489.33271347106,13.362669117000003
109,10.074,62.92100000000001,4.007,3.0,50.982,2.85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,101.48547599999999,3959.052241000001,8.1225,1022.3646852239999,249107.5260559611,23.149125
110,6.483,67.668,6.888999999999999,0.0,51.023999999999994,3.469,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.029289,4578.958224000001,12.033961,272.47588058699995,309848.9451016321,41.745810709
111,4.041,71.244,6.388,1.0,51.494,3.778,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.329681000000004,5075.707536,14.273284,65.98824092100001,361613.707694784,53.924466952
112,6.07,64.494,6.947,0.0,51.818000000000005,4.551,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.8449,4159.476036,20.711601,223.64854300000002,268261.247465784,94.258496151
113,6.922999999999999,65.294,6.301,4.0,52.202,0.44,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.92792899999999,4263.306436,0.1936,331.8050524669999,278368.330432184,0.085184
114,9.107999999999999,70.1929425825886,4.986000000000001,2.0,52.428000000000004,1.5030000000000001,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82.95566399999998,4927.04918840258,2.2590090000000003,755.5601877119997,345844.08078313206,3.3952905270000007
